SrcIP,SrcPort,DstIP,DstPort,Proto,CurrentLength,SumIat,TotalPkts,MinLen,MaxLen,SumLen,MeanLen,Label
157.55.56.169,40006,10.8.8.178,15685,17,46989312,41560932254,2,60,717,777,25460736,1
74.125.226.56,443,10.8.8.138,51142,6,4325376,181487500553,12,66,219,1089,5947392,0
10.8.8.130,56945,239.255.255.250,1900,17,11403264,555162,2,174,175,349,11436032,2
10.8.0.10,33403,173.252.79.94,443,6,4325376,3472069342027,14,66,218,1560,7302582,0
111.221.77.146,40030,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
23.192.162.144,443,10.8.8.178,44001,6,3932160,122544664130,7,60,107,604,5654820,0
10.8.8.234,37828,173.194.67.16,465,6,4325376,3309436139,20,66,908,3132,10262937,0
157.56.52.45,40009,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.8.246,64039,224.0.0.252,5355,17,4194304,411664610,2,64,64,128,4194304,6
10.8.0.6,40273,111.221.74.14,40030,17,0,0,1,83,83,83,5439488,-1
153.215.96.141,58080,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
63.245.217.160,443,10.8.8.178,54884,6,4325376,6106976371,7,66,227,631,5907602,0
10.8.8.222,60717,224.0.0.252,5355,17,4194304,413763833,2,64,64,128,4194304,6
157.56.52.39,443,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
173.194.123.11,443,10.8.0.10,56652,6,3932160,194633905874,32,60,1404,8590,17592320,0
10.8.8.138,50698,172.230.99.79,443,6,3932160,212155902,4,60,66,246,4030464,5
137.116.32.77,443,10.8.0.10,57413,6,4325376,532456702,9,66,1404,4170,30365013,0
10.8.8.130,49539,213.199.179.169,443,17,0,0,1,60,60,60,3932160,-1
10.8.8.138,38080,23.235.46.143,443,6,4325376,68979368945,13,66,1053,2187,11025171,5
209.148.205.32,80,10.8.8.138,41282,6,4325376,258040602206,7,66,66,462,4325376,5
10.8.8.130,48735,239.255.255.250,1900,17,11403264,105184,2,174,175,349,11436032,2
10.8.8.130,47735,207.241.237.128,80,6,4325376,21772828018,1292,66,289,95696,4854127,0
10.8.8.222,61122,178.255.83.1,80,6,3932160,272227175,5,60,390,636,8336179,0
10.8.0.6,40273,65.55.223.45,40024,17,0,0,1,75,75,75,4915200,-1
10.8.8.110,37439,64.233.184.16,465,6,4325376,2285556862,18,66,583,2559,9317034,0
10.8.8.130,34930,216.58.210.3,443,6,4325376,133245728697,183,66,583,13964,5000790,0
209.148.205.26,443,10.8.0.10,34035,6,4325376,225730626,7,66,239,723,6768932,0
75.108.3.177,49178,10.8.8.134,15685,17,4128768,42257459270,4,63,63,252,4128768,2
126.6.5.254,43254,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
173.252.79.90,443,10.8.0.10,52712,6,4325376,177685173486,5,66,170,518,6789529,6
195.67.188.88,57629,10.8.8.130,51413,17,0,0,1,387,387,387,25362432,-1
10.8.8.246,60138,224.0.0.252,5355,17,4194304,415855731,2,64,64,128,4194304,6
10.8.8.246,29902,184.27.206.8,443,6,3932160,929604724,10,60,372,1494,9791078,0
10.8.0.10,37740,173.252.79.90,443,6,4325376,12571045551,8,66,218,732,5996544,6
10.8.8.134,15685,125.58.100.153,17498,17,0,0,1,60,60,60,3932160,-1
10.8.0.14,46744,173.194.123.7,443,6,4325376,58718628289,19,66,1404,5913,20395493,0
95.121.28.148,0,10.8.0.6,0,1,11862016,3010330704672,14,180,181,2526,11824566,6
2.30.116.54,58139,10.8.8.130,48835,6,4325376,978754242011,1363,66,1349,157003,7549045,2
10.8.8.246,63298,224.0.0.252,5355,17,4194304,414101247,2,64,64,128,4194304,6
10.8.8.138,33719,54.164.255.216,443,6,4325376,11342442725,3,66,66,198,4325376,5
10.8.0.6,40273,111.221.74.39,40027,17,0,0,1,75,75,75,4915200,-1
10.8.8.234,56872,64.233.184.16,993,6,4325376,25228698251,63,66,606,6785,7058123,0
74.125.226.59,443,10.8.8.138,44036,6,4325376,149585667154,7,66,129,525,4915200,5
64.4.23.159,40005,10.8.8.130,49539,17,31981568,1361155865891,5,110,488,2062,27027046,2
10.8.8.138,49928,23.235.44.143,443,6,4325376,25907037172,4,66,66,264,4325376,5
10.8.8.222,56726,224.0.0.252,5355,17,4194304,411647964,2,64,64,128,4194304,6
10.8.8.130,49539,157.56.52.39,443,17,0,0,1,60,60,60,3932160,-1
10.8.8.246,58444,224.0.0.252,5355,17,4194304,413794534,2,64,64,128,4194304,6
10.8.8.110,37437,64.233.184.16,465,6,4325376,2220428084,15,66,583,2331,10184294,0
10.8.8.222,56020,224.0.0.252,5355,17,4194304,411428928,2,64,64,128,4194304,6
10.8.0.6,39047,173.194.123.5,443,6,4325376,240126144974,30,66,352,3500,7645866,0
10.8.0.10,45544,91.189.89.22,443,6,4325376,790663132,17,66,263,1705,6572875,0
173.194.67.189,443,10.8.8.178,57866,6,4325376,525929297950,395,66,1354,201638,33454551,0
10.8.8.130,49539,65.55.223.27,40034,17,5046272,10031284289630,5,77,86,403,5282201,2
209.148.205.16,80,10.8.8.138,58753,6,4325376,210822974108,6,66,66,396,4325376,5
10.8.8.138,34545,204.236.238.164,1481,6,3932160,2336379336,210,60,1374,271254,84651914,0
10.8.8.138,46958,23.21.207.234,443,6,45285376,365941948365,136,66,1374,140738,67819158,5
10.8.0.10,35694,173.252.79.90,3478,6,4325376,177857196499,8,66,218,732,5996544,6
10.8.8.134,49700,144.118.64.164,9987,6,0,0,1,66,66,66,4325376,-1
157.55.235.151,40034,10.8.8.178,15685,17,0,0,1,717,717,717,46989312,-1
157.55.130.167,40019,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.8.234,37841,173.194.67.16,465,6,4325376,3110479826,14,66,910,2706,12667172,3
111.221.77.159,40005,10.8.0.10,18420,17,4128768,3437158950554,5,60,1326,1622,21259878,6
23.195.218.247,443,10.8.0.6,35584,6,4325376,264224624265,8,66,119,581,4759552,0
10.8.0.14,46428,216.58.219.227,443,6,7340032,203653368,344,66,316,23613,4498551,0
10.8.8.130,33858,207.241.227.212,80,6,4325376,4899835659,185,66,249,12582,4457156,0
10.8.8.130,49539,151.236.19.39,59533,17,4587520,495791084039,51,70,70,3570,4587520,2
216.58.219.238,443,10.8.0.10,42584,6,3932160,177032944492,22,60,1404,6654,19821661,0
10.8.0.6,49554,178.168.63.248,35394,6,4325376,11842231243,12,66,128,937,5117269,6
10.8.8.246,51701,224.0.0.252,5355,17,4194304,411369538,2,64,64,128,4194304,6
10.8.8.178,39337,23.67.255.209,443,6,3932160,5442734503,10,60,583,1295,8486912,0
10.8.8.134,15685,189.155.147.127,64123,17,0,0,1,60,60,60,3932160,-1
10.8.0.10,49040,173.194.123.1,443,6,4325376,3112386224933,4789,66,1404,2251163,30806477,0
64.4.23.148,443,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
207.241.227.212,80,10.8.8.130,33780,6,4325376,10418782623,1209,66,1374,1653856,89650212,0
213.199.179.159,40005,10.8.8.130,49539,17,31981568,233810514578,2,488,488,976,31981568,2
10.8.8.246,53421,224.0.0.252,5355,17,4194304,415173533,2,64,64,128,4194304,6
10.8.8.222,61153,224.0.0.252,5355,17,4194304,409763555,2,64,64,128,4194304,6
69.171.255.36,3478,10.8.0.10,35198,17,0,0,1,74,74,74,4849664,-1
10.8.0.10,42566,173.194.123.70,80,6,4325376,50272442222,9,66,503,1039,7565767,0
10.8.0.6,40273,157.55.130.160,40028,17,0,0,1,75,75,75,4915200,-1
10.8.8.138,53065,204.236.238.164,1756,6,4325376,2127861690,135,66,327,9580,4650628,0
86.139.129.46,24563,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
208.117.251.116,443,10.8.8.138,56647,6,7143424,47540025402,1709,66,1374,2327210,89242852,0
74.125.226.64,443,10.8.8.138,43452,6,4325376,7744664079770,16,66,219,1416,5799936,0
207.241.227.188,80,10.8.8.130,59037,6,3932160,3513333865,396,60,1374,534162,88401113,0
10.8.0.6,40273,157.55.56.171,40004,17,0,0,1,75,75,75,4915200,-1
10.8.8.138,58763,209.148.205.16,80,6,4325376,74816682057,4,66,66,264,4325376,5
173.194.123.1,443,10.8.0.10,49049,6,85524480,27181697,4,66,1404,4179,68468736,0
10.8.0.6,40273,64.4.23.145,40026,17,4915200,2650365593519,2,75,75,150,4915200,6
10.8.8.134,15685,46.17.57.54,4865,17,4587520,59611182029,27,70,70,1890,4587520,2
216.58.210.14,80,10.8.8.130,39450,6,4325376,74744968349,9,66,66,594,4325376,0
10.8.8.246,29917,131.202.6.26,13000,6,3932160,1939734433,14,60,1374,6434,30118473,5
173.252.79.90,50015,10.8.0.10,35780,17,7733248,110190317,2,118,146,264,8650752,6
10.8.8.178,54879,63.245.217.160,443,6,4325376,6702442306,8,66,320,918,7520256,0
10.8.0.10,43021,173.194.123.12,443,6,7012352,27055122757549,26,66,578,2876,7249289,1
182.172.17.21,0,10.8.8.134,0,1,0,0,1,88,88,88,5767168,-1
207.241.237.128,80,10.8.8.130,47699,6,4325376,6833460671,458,66,1374,602021,86144210,5
10.8.8.130,42497,130.88.8.60,56289,6,4325376,1210043514,10,66,170,828,5426380,2
74.125.226.187,80,10.8.0.6,37646,6,3932160,199781973866,7,60,66,456,4269202,0
10.8.8.138,57112,198.41.30.199,80,6,4325376,877746278,7,66,311,955,8940982,5
10.8.0.10,40944,173.252.79.90,3478,6,4325376,178098917432,8,66,218,732,5996544,6
10.8.0.6,40273,71.198.46.217,19699,17,9633792,3060369465372,6,146,468,1218,13303808,6
10.8.8.222,56812,224.0.0.252,5355,17,4194304,416294660,2,64,64,128,4194304,6
10.8.0.6,40273,213.199.179.160,40016,17,0,0,1,75,75,75,4915200,-1
10.8.0.10,53275,24.156.140.33,443,6,3932160,180841801141,15,60,800,1911,8349286,0
10.8.8.246,62481,224.0.0.252,5355,17,4194304,414188142,2,64,64,128,4194304,6
10.8.8.138,59312,216.58.221.142,443,17,5177344,411515962,2,79,1392,1471,48201728,5
10.8.8.178,39272,23.67.255.209,443,6,4325376,59694339600,8,66,66,528,4325376,0
10.8.8.246,54419,224.0.0.252,5355,17,4194304,419538259,2,64,64,128,4194304,6
10.8.8.222,50527,224.0.0.252,5355,17,4194304,414655033,2,64,64,128,4194304,6
198.245.61.44,9097,10.8.8.130,51413,17,0,0,1,327,327,327,21430272,-1
213.199.179.159,40005,10.8.8.134,15685,17,4128768,1689562812917,2,63,717,780,25559040,2
64.4.23.158,40007,10.8.8.130,49539,17,3932160,239174584221,4,60,60,240,3932160,2
74.125.226.35,443,10.8.8.138,54653,6,4325376,194638437757,8,66,129,591,4841472,5
65.55.223.17,40020,10.8.0.10,55817,6,4325376,3839384931591,176,66,1085,13521,5034728,6
10.8.8.222,61914,224.0.0.252,5355,17,4194304,418647251,2,64,64,128,4194304,6
10.8.8.222,53048,224.0.0.252,5355,17,4194304,413901743,2,64,64,128,4194304,6
10.8.8.138,56622,208.117.251.116,443,6,4325376,291709801942,6003,66,1374,439078,4793505,0
80.239.235.110,11666,10.8.8.246,60245,17,8192000,3608514197489,178443,125,125,22305375,8192000,6
10.8.8.246,62227,224.0.0.252,5355,17,4194304,410967597,2,64,64,128,4194304,6
174.4.162.172,57397,10.8.0.6,41378,6,4325376,57948754193,10,66,136,846,5544345,6
157.55.56.160,40016,10.8.0.6,40273,17,32505856,1604869937027,3,110,496,1102,24073557,6
10.8.0.6,40273,65.55.223.16,40022,17,0,0,1,76,76,76,4980736,-1
174.88.43.61,49001,10.8.8.130,51413,17,0,0,1,349,349,349,22872064,-1
10.8.0.10,34024,23.65.248.82,80,6,4325376,13451960749,54,66,348,4166,5055981,0
10.8.8.246,64283,224.0.0.252,5355,17,4194304,411049233,2,64,64,128,4194304,6
91.190.216.125,443,10.8.0.10,40283,6,3932160,793780953,4,60,66,246,4030464,0
10.8.0.10,38441,173.252.79.90,50015,17,12713984,81053294,2,86,194,280,9175040,6
157.55.56.152,40019,10.8.0.6,40273,17,4063232,2608258397480,2,62,62,124,4063232,6
10.8.8.134,57451,98.245.157.115,32614,6,4325376,62834251646,85,66,594,19245,14838121,2
178.160.141.88,44286,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.0.6,40273,111.221.77.143,40026,17,0,0,1,76,76,76,4980736,-1
23.192.162.186,443,10.8.8.178,46878,6,4325376,120157874990,47,66,1374,23126,32246500,0
157.55.56.159,40005,10.8.8.134,15685,17,0,0,1,63,63,63,4128768,-1
64.233.184.16,993,10.8.8.234,56887,6,4325376,31702698040,104,66,715,11929,7517105,0
207.241.227.212,80,10.8.8.130,33820,6,4325376,6817596057,1213,66,1374,1654058,89365494,0
10.8.8.130,51413,83.85.84.18,40991,17,0,0,1,139,139,139,9109504,-1
104.45.158.137,443,10.8.8.130,43219,6,3932160,123731966158,10,60,1374,5607,36746035,0
10.8.8.138,56581,208.117.251.116,443,6,4325376,20590581766,7,66,583,1038,9718052,5
10.8.8.178,15685,157.55.235.153,40002,17,0,0,1,76,76,76,4980736,-1
10.8.8.134,15685,98.251.71.160,16311,17,4194304,44988609301,4,64,64,256,4194304,2
10.8.8.138,37009,216.58.219.205,443,6,4325376,10423607736,4,66,74,272,4456448,5
10.8.8.134,15685,82.138.14.180,32667,17,0,0,1,60,60,60,3932160,-1
157.55.56.169,40008,10.8.0.10,18420,17,4128768,3436996968519,2,62,63,125,4096000,6
10.8.8.130,42934,131.253.61.84,443,6,3932160,1533904531,19,60,475,2125,7329684,0
10.8.8.130,38181,91.190.216.125,12350,6,3932160,18582215061,32,60,590,3649,7473152,0
10.8.8.130,49539,213.199.179.156,443,17,0,0,1,60,60,60,3932160,-1
209.148.205.16,80,10.8.8.138,58781,6,4325376,257649514143,7,66,66,462,4325376,5
10.8.8.130,57022,207.241.239.206,6969,6,4325376,2967645152,6,66,271,609,6651904,0
10.8.0.14,34668,173.194.123.8,443,6,4325376,59036697344,16,66,1404,4452,18235392,0
141.219.235.176,60830,10.8.0.6,42844,6,4325376,59914333057,12,66,149,987,5390336,6
64.233.178.94,80,10.8.0.6,55201,6,4325376,199075342616,7,66,66,462,4325376,0
216.58.210.14,443,10.8.8.130,45190,6,3932160,58353973206,10,60,198,930,6094848,0
10.8.8.110,37405,64.233.184.16,465,6,4325376,2366689048,16,66,583,2421,9916416,0
161.69.13.21,443,10.8.8.222,61133,6,3932160,104863582817,24,60,1374,18111,49455104,0
107.22.243.234,80,10.8.8.138,49971,6,4325376,69469212105,8,66,1345,1815,14868480,5
10.8.0.14,52892,173.194.123.98,443,6,4325376,58563040158,16,66,1404,4084,16728064,0
10.8.8.134,50304,67.180.224.48,35916,6,4325376,62995708865,215,66,1374,105282,32091912,5
10.8.8.138,36454,74.125.226.65,443,6,4325376,10417955165,4,66,74,272,4456448,5
10.8.8.246,49204,224.0.0.252,5355,17,4194304,413198514,2,64,64,128,4194304,6
85.102.176.111,27491,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.8.138,47955,74.125.226.45,443,6,4325376,104374634090,5,66,66,330,4325376,5
10.8.8.246,61224,224.0.0.252,5355,17,4194304,411504759,2,64,64,128,4194304,6
10.8.8.130,51413,122.173.123.16,6881,17,0,0,1,139,139,139,9109504,-1
173.194.123.9,443,10.8.0.6,41234,6,4325376,240150568891,34,66,1404,9253,17835429,0
10.8.8.138,58751,209.148.205.16,80,6,4325376,211800124725,7,66,66,462,4325376,5
71.94.76.197,47302,10.8.8.134,57665,6,4325376,62999714938,205,66,115,13677,4372370,2
10.8.8.130,49539,157.55.130.162,40014,17,4980736,1360851589431,3,76,76,228,4980736,2
213.199.179.159,40005,10.8.0.6,40273,17,0,0,1,1326,1326,1326,86900736,-1
10.8.8.222,56442,224.0.0.252,5355,17,4194304,416257366,2,64,64,128,4194304,6
220.136.59.65,47885,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
10.8.0.6,55203,64.233.178.94,80,6,4325376,199016192775,7,66,66,462,4325376,0
10.8.8.234,37852,173.194.67.16,465,6,4325376,3092146498,15,66,907,2801,12237755,0
10.8.8.246,50596,224.0.0.252,5355,17,4194304,424190056,2,64,64,128,4194304,6
10.8.8.130,59062,207.241.227.188,80,6,4325376,3437463413,676,66,288,53569,5193340,0
10.8.8.134,15685,69.92.223.126,15157,17,4194304,1128468798445,13,64,567,2903,14634692,2
63.245.217.160,443,10.8.8.178,54879,6,4325376,6411060695,6,66,227,565,6171306,0
69.92.223.126,15157,10.8.8.134,15685,17,4194304,1128483837583,8,64,64,512,4194304,2
183.176.154.105,53861,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.8.234,37873,173.194.67.16,465,6,4325376,2941852431,14,66,910,2706,12667172,3
10.8.8.222,49460,224.0.0.252,5355,17,4194304,421277990,2,64,64,128,4194304,6
10.8.0.14,53110,173.194.123.110,443,6,4325376,59036943625,16,66,1404,4085,16732160,0
10.8.0.10,18420,10.8.0.6,40273,17,4194304,11581481253814,368998,60,283,42577736,7562031,2
10.8.8.178,15685,157.55.56.153,40033,17,0,0,1,77,77,77,5046272,-1
10.8.8.138,51619,74.125.226.39,443,6,4325376,194746197723,6,66,66,396,4325376,5
10.8.8.130,49539,109.149.70.43,22694,17,0,0,1,60,60,60,3932160,-1
10.8.0.6,40273,157.55.56.152,40002,17,4849664,2868917847138,2,74,74,148,4849664,6
10.8.0.10,43272,173.252.79.94,443,6,4325376,3472098046705,14,66,218,1560,7302582,0
10.8.0.6,40273,111.221.77.168,40014,17,4915200,2712399029946,2,75,75,150,4915200,6
10.8.8.130,42945,188.142.21.88,443,6,4849664,3008042754,3,74,74,222,4849664,0
207.241.227.212,80,10.8.8.130,33880,6,4325376,6637040584,809,66,1374,1102770,89333911,0
93.184.220.29,80,10.8.8.110,39913,6,4325376,16017366065,7,66,854,2046,19155236,0
10.8.8.246,29936,131.253.18.253,443,6,4063232,8999861765,3,62,66,194,4237994,0
207.241.237.128,80,10.8.8.130,47685,6,4325376,7048137682,568,66,1374,767255,88526098,0
10.8.8.178,59822,173.252.100.1,443,6,3932160,63432376777,10,60,111,800,5242880,0
10.8.8.134,57344,75.171.70.99,60538,6,3932160,312725958,2,60,74,134,4390912,2
10.8.8.178,46884,23.192.162.186,443,6,3932160,118071755597,44,60,603,9558,14236206,0
10.8.8.134,15685,138.75.239.78,32716,17,0,0,1,60,60,60,3932160,-1
10.8.8.246,64464,224.0.0.252,5355,17,4194304,416383170,2,64,64,128,4194304,6
10.8.8.246,0,224.0.0.22,0,2,3932160,949250094,6,60,60,360,3932160,6
10.8.8.178,52202,216.58.208.35,443,6,4325376,59036431751,16,66,269,1711,7008256,0
204.236.238.164,1634,10.8.8.138,59187,6,3932160,3899836756,245,60,1374,325741,87133723,5
10.8.8.130,59730,207.241.228.122,80,6,4325376,16726270985,1866,66,277,131152,4606204,0
111.221.77.158,40002,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
64.4.23.156,443,10.8.8.130,49539,17,0,0,1,68,68,68,4456448,-1
54.164.255.216,443,10.8.8.138,33719,6,4325376,11580640884,3,66,97,229,5002581,5
173.194.67.16,465,10.8.8.234,37872,6,3932160,3069680488,20,60,302,2203,7218790,0
10.8.0.6,40273,157.55.130.147,443,17,0,0,1,60,60,60,3932160,-1
69.171.255.36,3478,10.8.0.10,52524,17,0,0,1,74,74,74,4849664,-1
10.8.8.246,65037,224.0.0.252,5355,17,4194304,411782015,2,64,64,128,4194304,6
10.8.8.246,51537,224.0.0.252,5355,17,4194304,412041958,2,64,64,128,4194304,6
10.8.8.134,15685,73.209.160.18,49415,17,0,0,1,60,60,60,3932160,-1
64.233.184.16,465,10.8.8.110,37434,6,3932160,2225859349,19,60,304,2127,7336582,0
10.8.8.138,38171,74.125.226.56,443,6,4325376,19183134139,4,66,74,272,4456448,5
207.241.237.128,80,10.8.8.130,47786,6,3932160,15252857674,2823,60,1374,3859075,89588501,0
10.8.8.134,15685,75.108.3.177,49178,17,4128768,42237568344,4,63,63,252,4128768,2
64.12.104.73,443,10.8.8.178,49838,6,3932160,600406923953,3,60,60,180,3932160,0
64.4.23.162,40019,10.8.8.130,52161,6,4325376,1381307862283,100,66,1095,9734,6379274,0
10.8.0.6,40273,111.221.77.158,40002,17,0,0,1,81,81,81,5308416,-1
10.8.0.6,40273,107.15.137.56,35686,17,0,0,1,60,60,60,3932160,-1
207.241.226.111,6969,10.8.8.130,49151,6,4325376,6990688691,5,66,249,521,6828851,4
74.125.22.189,443,10.8.0.10,54474,6,4325376,139913839,10,66,1404,4681,30677401,0
74.125.226.41,443,10.8.8.138,40427,17,66977792,291975966,5,74,1392,5272,69101158,5
10.8.8.130,46983,216.58.210.13,443,6,4325376,148160798,4,66,112,387,6340608,0
157.55.130.171,40013,10.8.0.6,40273,17,0,0,1,491,491,491,32178176,-1
10.8.8.130,51413,212.85.82.244,43092,17,0,0,1,139,139,139,9109504,-1
10.8.8.130,48064,157.56.53.42,12350,6,4325376,49421542158,15,66,470,2099,9170670,0
91.189.89.22,443,10.8.0.10,45544,6,8847360,645625758,21,66,1404,19210,59949836,0
10.8.8.138,34299,75.101.155.12,1685,6,3932160,5183539458,241,60,1374,314190,85438820,0
23.101.70.72,443,10.8.8.130,59341,6,4325376,43610007844,10,66,1374,5613,36785356,0
10.8.0.10,59072,91.189.89.31,80,6,4325376,5310826672,5,66,292,564,7392460,0
157.55.130.172,40027,10.8.8.178,15685,17,4128768,37193196801112,5,63,63,315,4128768,1
10.8.0.6,40273,64.4.23.168,40013,17,0,0,1,75,75,75,4915200,-1
10.8.0.6,40273,111.221.77.151,40013,17,0,0,1,79,79,79,5177344,-1
74.125.226.39,443,10.8.8.138,51892,6,4325376,240636005219,18,66,1374,5584,20330723,5
99.242.236.70,38938,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
10.8.0.14,53765,216.58.219.229,443,6,4325376,58923837767,19,66,1404,4242,14631774,0
64.4.23.159,40005,10.8.0.6,40273,17,0,0,1,1326,1326,1326,86900736,-1
10.8.0.6,40273,157.55.130.155,40008,17,4915200,3198739344964,2,75,75,150,4915200,6
110.175.124.54,0,10.8.8.134,0,1,0,0,1,88,88,88,5767168,-1
10.8.8.234,37878,173.194.67.16,465,6,4325376,3011561830,16,66,910,2838,11624448,0
10.8.8.138,58323,74.125.226.46,443,17,5373952,631470967,31,79,1392,4467,9443526,5
10.8.8.138,50608,74.125.29.157,443,6,4325376,13793135716,3,66,66,198,4325376,5
173.252.79.94,3478,10.8.0.10,47637,6,4325376,3471962759900,8,66,170,872,7143424,0
131.202.152.90,65028,10.8.0.6,40273,17,0,0,1,60,60,60,3932160,-1
91.190.218.125,12350,10.8.0.6,58256,6,3932160,93088982405,42,60,689,5604,8744374,0
173.252.79.90,443,10.8.0.10,56458,6,4325376,178000189433,5,66,170,518,6789529,6
10.8.8.234,56880,64.233.184.16,993,6,3932160,91572031520,168,60,593,16456,6419407,0
74.125.226.4,443,10.8.0.14,43216,6,3932160,75202397569,26,60,364,3147,7932376,0
10.8.8.222,53283,224.0.0.252,5355,17,4194304,415462836,2,64,64,128,4194304,6
23.192.162.186,443,10.8.8.178,46889,6,6356992,118243826137,31,66,1374,7923,16749733,0
208.117.251.116,443,10.8.8.138,56585,6,4325376,20344052166,5,66,203,475,6225920,5
10.8.8.246,53622,224.0.0.252,5355,17,4194304,411825430,2,64,64,128,4194304,6
10.8.0.10,44819,82.165.251.100,80,6,3932160,5308466139,5,60,74,314,4115660,0
10.8.8.130,49539,62.178.30.173,24164,17,0,0,1,60,60,60,3932160,-1
10.8.8.246,63306,224.0.0.252,5355,17,4194304,415138281,2,64,64,128,4194304,6
10.8.8.130,35827,23.194.214.46,443,6,3932160,20764595009,11,60,390,1667,9931682,0
157.55.130.162,40002,10.8.0.6,40273,17,4063232,1981913191021,2,62,62,124,4063232,6
10.8.8.246,57597,224.0.0.252,5355,17,4194304,414409936,2,64,64,128,4194304,6
10.8.8.222,63332,224.0.0.252,5355,17,4194304,414376554,2,64,64,128,4194304,6
10.8.0.6,58177,209.148.205.18,80,6,4325376,258973364324,8,66,66,528,4325376,0
10.8.8.234,37850,173.194.67.16,465,6,4325376,3105478187,14,66,910,2706,12667172,3
173.194.123.8,443,10.8.0.10,58257,6,4325376,356867828,10,66,1404,4931,32315801,0
10.8.0.6,40273,157.55.130.165,40003,17,0,0,1,75,75,75,4915200,-1
10.8.8.134,60391,173.2.202.171,32094,6,4325376,1551572793,12,66,174,1000,5461333,2
216.58.210.78,443,10.8.8.178,44923,6,4325376,751153262267,1770,66,1374,269659,9984391,5
10.8.8.178,38243,216.58.208.46,443,6,4325376,402820702946,1638,66,1374,398486,15943332,0
10.8.8.178,15685,157.56.52.25,40002,17,0,0,1,76,76,76,4980736,-1
10.8.8.130,44992,216.58.210.5,443,6,4325376,58936621651,19,66,1374,3975,13710821,0
10.8.8.130,51281,207.241.224.2,443,6,4325376,7547428673,47,66,330,4045,5640279,0
10.8.8.222,61690,224.0.0.252,5355,17,4194304,410643366,2,64,64,128,4194304,6
114.142.204.42,62913,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
216.58.208.35,443,10.8.8.178,52175,6,3932160,58961381143,16,60,1374,5397,22106112,0
10.8.8.134,32942,184.163.215.245,65210,6,4325376,1620188943,11,66,134,889,5296500,2
10.8.8.130,41993,137.117.177.33,443,6,4325376,941566386,15,66,333,1620,7077888,0
10.8.8.130,51413,188.163.83.43,36965,17,8912896,13311902100,3,100,139,375,8192000,4
10.8.8.130,49539,62.198.78.46,7947,17,0,0,1,60,60,60,3932160,-1
64.4.23.147,40004,10.8.0.6,40273,17,0,0,1,62,62,62,4063232,-1
10.8.0.10,33743,173.194.123.4,443,6,3932160,188269858,11,60,265,1163,6928942,0
208.117.251.116,443,10.8.8.138,56633,6,4325376,160515719910,6104,66,1374,8341321,89557144,0
111.221.77.159,40005,10.8.0.6,40273,17,0,0,1,1326,1326,1326,86900736,-1
10.8.8.134,15685,82.3.75.6,13828,17,0,0,1,60,60,60,3932160,-1
10.8.8.138,52025,204.236.238.164,1361,6,4325376,1007267001,12,66,173,1142,6236842,2
10.8.8.138,56605,208.117.251.116,443,6,4325376,269262097966,4729,66,1374,342412,4745255,0
10.8.0.6,40273,157.55.130.169,40027,17,0,0,1,79,79,79,5177344,-1
10.8.8.138,36617,216.58.219.205,443,17,5570560,491226855,5,84,1392,2133,27957657,5
10.8.8.138,43452,74.125.226.64,443,6,4325376,7744599176892,18,66,583,2083,7583971,0
10.8.8.246,54741,224.0.0.252,5355,17,4194304,428885716,2,64,64,128,4194304,6
10.8.8.246,49398,224.0.0.252,5355,17,4194304,417191837,2,64,64,128,4194304,6
91.190.218.59,12350,10.8.0.6,37315,6,7995392,3674957041068,9,71,122,741,5395797,6
216.58.219.229,443,10.8.0.14,53795,6,4325376,13765024482,19,66,1193,3291,11351525,0
10.8.8.222,60809,224.0.0.252,5355,17,4194304,411448132,2,64,64,128,4194304,6
10.8.8.246,61521,224.0.0.252,5355,17,4194304,422247716,2,64,64,128,4194304,6
10.8.0.6,40273,157.55.130.169,40004,17,0,0,1,75,75,75,4915200,-1
157.56.52.27,443,10.8.8.134,15685,17,0,0,1,68,68,68,4456448,-1
216.58.210.3,443,10.8.8.130,34918,6,3932160,59346764753,13,60,212,1190,5999064,0
10.8.8.138,42191,209.148.205.35,443,6,4325376,10437027093,4,66,74,272,4456448,5
10.8.8.222,64816,224.0.0.252,5355,17,4194304,414687255,2,64,64,128,4194304,6
207.241.224.2,80,10.8.8.130,55779,6,4325376,2275241360,9,66,1374,5209,37930780,0
10.8.8.222,62292,224.0.0.252,5355,17,4194304,413885999,2,64,64,128,4194304,6
