SrcIP,SrcPort,DstIP,DstPort,Proto,CurrentLength,TotalPkts,MinLen,MaxLen,SumLen,MeanLen,Label
65.55.223.30,40031,10.8.0.6,40273,17,4063232,5,62,62,310,4063232,6
92.132.179.62,49841,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
173.194.123.67,443,10.8.0.10,43068,6,3932160,30,60,1404,9804,21417164,0
10.8.8.246,53479,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
68.39.103.211,65514,10.8.8.134,45549,6,4325376,57,66,129,3909,4494389,6
207.241.224.2,80,10.8.8.130,55782,6,4325376,5,66,427,699,9161932,0
10.8.0.10,54668,216.58.219.227,443,6,7012352,23,66,1404,4078,11619817,2
10.8.8.246,65212,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,49539,95.87.14.241,51167,17,0,1,60,60,60,3932160,-1
74.125.226.46,443,10.8.8.138,56017,17,0,1,1392,1392,1392,91226112,-1
74.125.226.57,443,10.8.8.138,50675,17,4653056,4,71,1392,2178,35684352,5
10.8.8.130,51278,207.241.224.2,443,6,4325376,31,66,330,2727,5765053,5
74.125.226.46,443,10.8.8.138,38020,6,4325376,42,66,1374,7760,12108556,5
10.8.0.14,39986,216.58.219.238,443,6,4325376,21,66,454,2650,8270019,0
10.8.8.134,15685,64.4.23.159,40031,17,0,1,76,76,76,4980736,-1
10.8.8.138,35936,107.22.243.234,443,6,43188224,296,66,1374,282254,62492561,5
204.236.238.164,1654,10.8.8.138,43987,6,3932160,224,60,1374,296152,86645613,5
10.8.8.222,50707,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.110,37405,64.233.184.16,465,6,4325376,16,66,583,2421,9916416,0
216.58.210.14,443,10.8.8.130,45198,6,4325376,14,66,1374,5223,24449609,5
173.194.123.1,443,10.8.0.10,49049,6,4325376,6,66,1305,1688,18437461,5
10.8.8.138,41347,74.125.226.33,443,6,4325376,19,66,328,1925,6639831,2
213.199.179.171,40004,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
208.117.251.116,443,10.8.8.138,56574,6,4325376,1320,66,1374,1798261,89280934,0
10.8.8.130,49539,213.199.179.169,443,17,0,1,60,60,60,3932160,-1
74.125.226.35,443,10.8.0.10,36378,6,3932160,6,60,131,535,5843626,0
207.241.228.122,80,10.8.8.130,59712,6,4325376,409,66,1374,553309,88659312,5
10.8.8.130,43513,207.241.236.176,80,6,4325376,358,66,255,25845,4731223,0
10.8.8.222,58018,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,41795,192.229.163.43,443,6,4325376,6,66,66,396,4325376,5
10.8.8.246,58618,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,34930,216.58.210.3,443,6,4325376,183,66,583,13964,5000790,0
157.56.52.38,40024,10.8.0.6,40273,17,4063232,2,62,62,124,4063232,6
23.21.207.234,443,10.8.8.138,46959,6,4325376,21,66,1374,8871,27684278,0
10.8.8.130,49539,157.55.130.153,443,17,0,1,60,60,60,3932160,-1
10.8.8.222,59553,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,56627,208.117.251.116,443,6,4325376,7,66,583,1038,9718052,5
10.8.0.10,57370,137.116.32.77,443,6,4325376,11,66,743,1836,10938554,0
10.8.8.138,56560,208.117.251.116,443,6,4325376,4751,66,1374,341679,4713170,0
74.125.226.32,443,10.8.0.10,49563,6,3932160,19,60,551,2469,8516230,0
10.8.0.10,34813,91.189.89.106,443,6,3932160,12,60,280,1396,7624021,0
10.8.8.130,59713,207.241.228.122,80,6,4325376,361,66,276,26448,4801374,0
10.8.8.222,57088,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.222,58972,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,37364,74.125.226.2,443,6,4325376,23,66,670,2797,7969747,0
204.236.238.164,1535,10.8.8.138,38885,6,4325376,108,66,1374,11362,6894629,5
208.117.251.116,443,10.8.8.138,56645,6,4325376,5,66,203,475,6225920,5
74.125.226.47,443,10.8.8.138,41951,17,23003136,2,351,1392,1743,57114624,5
64.12.104.73,443,10.8.8.178,49838,6,3932160,3,60,60,180,3932160,0
91.121.183.146,48117,10.8.8.130,51413,17,0,1,336,336,336,22020096,-1
10.8.8.246,57641,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,51252,23.52.152.64,443,6,3932160,5,60,66,318,4168089,5
10.8.8.134,15685,65.55.223.14,40029,17,5439488,2,83,83,166,5439488,2
10.8.0.14,56346,216.58.219.206,443,6,4325376,16,66,1404,4085,16732160,0
74.125.226.33,443,10.8.8.138,58847,6,4325376,17,66,324,1573,6064007,5
10.8.8.138,57837,209.148.205.41,80,6,4325376,4,66,74,272,4456448,5
10.8.0.6,40273,97.89.116.200,29810,17,4128768,3,63,63,189,4128768,2
10.8.8.110,39914,93.184.220.29,80,6,4325376,4,66,74,272,4456448,5
10.8.0.6,40273,213.199.179.152,40002,17,0,1,74,74,74,4849664,-1
10.8.8.178,52204,216.58.208.35,443,6,4325376,13,66,583,1752,8832236,0
10.8.8.138,57465,74.125.226.63,443,6,4325376,16,66,583,1951,7991296,0
10.8.0.6,40273,111.221.74.45,40019,17,0,1,75,75,75,4915200,-1
209.148.205.35,443,10.8.8.138,42190,6,90046464,133849,66,1374,183886312,90035587,5
10.8.8.246,49348,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,58478,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.222,56335,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.234,37825,173.194.67.16,465,6,4325376,18,66,907,2967,10802517,0
10.8.0.6,40273,65.55.223.15,40031,17,0,1,73,73,73,4784128,-1
10.8.8.134,15685,174.62.248.162,2276,17,4128768,3,63,71,198,4325376,2
10.8.8.246,29913,131.202.6.26,13000,6,3932160,203,60,1374,30714,9915629,5
23.235.44.143,443,10.8.8.138,49927,6,4325376,4,66,97,295,4833280,5
64.4.23.162,40019,10.8.8.130,52161,6,4325376,100,66,1095,9734,6379274,5
10.8.8.130,49539,105.210.183.152,28236,17,0,1,60,60,60,3932160,-1
10.8.8.130,51413,110.76.124.85,22319,17,0,1,139,139,139,9109504,-1
10.8.8.134,15685,131.130.27.211,51472,17,0,1,60,60,60,3932160,-1
10.8.8.130,47779,207.241.237.128,80,6,4325376,769,66,296,53729,4578912,0
10.8.8.178,59905,216.58.210.46,80,6,4325376,4,66,74,272,4456448,5
10.8.8.246,60211,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.14,39462,74.125.226.3,443,6,4325376,27,66,1404,9653,23430333,0
65.55.223.26,40029,10.8.0.6,40273,17,3932160,2,60,1397,1457,47742976,6
74.125.133.16,995,10.8.8.110,57573,6,3932160,134,60,1374,105383,51540151,5
10.8.8.138,58779,209.148.205.16,80,6,4325376,8,66,66,528,4325376,5
116.91.118.97,123,10.8.8.222,13461,17,0,1,90,90,90,5898240,-1
10.8.8.178,36953,31.13.90.6,443,6,3932160,90,60,613,10118,7367702,0
107.22.243.234,443,10.8.8.138,35936,6,3932160,277,60,1374,106984,25311564,5
10.8.8.138,41998,204.236.238.164,1306,6,3932160,684,60,1374,921919,88331701,0
10.8.0.10,37337,63.245.217.219,443,6,3932160,12,60,1035,2158,11785557,0
173.194.121.5,443,10.8.0.14,32818,6,4325376,22,66,1404,6904,20566388,0
173.223.153.85,443,10.8.8.138,59115,6,4325376,4,66,119,317,5193728,5
173.252.100.1,443,10.8.8.178,59822,6,3932160,7,60,111,608,5692269,0
216.58.208.37,443,10.8.8.178,51936,6,3932160,19,60,1155,2994,10327093,0
137.116.224.167,443,10.8.8.130,43819,6,4325376,8,66,1374,4092,33521664,0
71.94.76.197,47302,10.8.8.134,15685,17,4128768,4,63,63,252,4128768,2
10.8.8.130,49539,46.118.144.29,44657,17,0,1,60,60,60,3932160,-1
10.8.0.10,18420,213.199.179.159,40005,17,5570560,3,74,85,235,5133653,6
10.8.8.246,55228,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,60645,216.58.219.237,443,6,4325376,21,66,583,2662,8307468,0
10.8.8.246,54861,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
109.125.158.45,12240,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.130,43548,207.241.236.176,80,6,4325376,669,66,254,46632,4568123,0
75.99.233.130,16678,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.0.10,35364,173.194.123.15,443,6,3932160,14,60,265,1343,6286774,0
10.8.8.246,63320,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.222,53379,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,58324,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
74.125.226.27,443,10.8.0.14,47758,6,3932160,17,60,413,1930,7440263,0
10.8.8.246,49398,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.134,15685,121.218.168.152,11911,17,0,1,60,60,60,3932160,-1
216.58.219.227,443,10.8.0.10,54776,6,4325376,9,66,1404,4865,35425848,0
173.194.123.18,443,10.8.0.10,48268,6,4325376,46,60,1404,8085,11518664,0
10.8.0.14,33215,216.58.219.237,443,6,4325376,17,66,583,2398,9244431,0
10.8.0.6,39435,74.125.226.183,443,6,4325376,19,66,583,2505,8640404,0
173.194.123.8,443,10.8.0.14,34665,6,3932160,55,60,364,7020,8364776,0
10.8.0.10,57065,137.116.224.167,443,6,4325376,11,66,333,1420,8460101,0
208.117.251.116,443,10.8.8.138,56611,6,4325376,5,66,203,475,6225920,5
10.8.8.222,57462,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
63.245.217.160,443,10.8.8.178,54878,6,3932160,11,60,1079,2877,17140642,0
10.8.8.138,55467,50.19.232.176,443,6,4325376,57,66,1374,55744,64091908,5
10.8.8.234,56890,64.233.184.16,993,6,4325376,16,66,583,2222,9101312,0
10.8.8.222,13469,195.186.1.101,123,17,0,1,90,90,90,5898240,-1
10.8.0.6,40273,95.94.50.70,9313,17,0,1,60,60,60,3932160,-1
10.8.8.222,51796,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
2.28.165.124,13887,10.8.8.130,51413,17,0,1,361,361,361,23658496,-1
69.171.255.36,3478,10.8.0.10,37169,17,0,1,74,74,74,4849664,-1
10.8.0.6,52206,74.125.226.186,80,6,4325376,7,66,66,462,4325376,5
10.8.8.130,43556,207.241.236.176,80,6,4325376,478,66,249,32545,4462069,0
10.8.8.130,49539,151.236.19.39,59533,17,4587520,51,70,70,3570,4587520,2
82.28.221.2,17920,10.8.8.130,38596,6,4325376,10,66,127,802,5255987,2
64.233.184.16,465,10.8.8.110,37441,6,3932160,20,60,304,2193,7186022,0
207.241.227.188,80,10.8.8.130,59037,6,3932160,400,60,1374,539658,88417566,5
91.189.92.57,443,10.8.8.130,59443,6,4325376,29,66,1374,7800,17626924,5
10.8.8.222,61800,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,51387,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,35243,216.58.219.237,443,6,4325376,20,66,1404,4602,15079833,0
216.58.210.5,443,10.8.8.130,44990,6,3932160,19,60,943,2782,9595850,0
10.8.8.130,55780,207.241.224.2,80,6,4325376,6,66,241,741,8093696,0
10.8.8.138,51892,74.125.226.39,443,6,4325376,21,66,328,2040,6366354,2
10.8.8.246,29923,131.202.6.26,13000,6,3932160,17,60,1374,9287,35801931,5
10.8.8.222,58349,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,33262,74.125.226.40,443,17,5373952,10,79,1392,8366,54827417,5
10.8.8.234,37839,173.194.67.16,465,6,4325376,14,66,910,2706,12667172,0
216.58.208.46,443,10.8.8.178,38246,6,4325376,14,66,1374,5222,24444928,5
10.8.0.6,40273,111.221.74.41,40029,17,0,1,76,76,76,4980736,-1
10.8.8.246,29937,131.202.6.26,13000,6,3932160,16,60,1374,9230,37806080,5
207.241.236.176,80,10.8.8.130,43504,6,4325376,406,66,1374,551487,89020325,5
10.8.8.130,49539,46.170.47.242,42431,17,0,1,60,60,60,3932160,-1
10.8.8.246,51470,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,40273,111.221.77.158,40002,17,0,1,81,81,81,5308416,-1
207.241.237.128,80,10.8.8.130,47734,6,3932160,407,60,1374,551543,88810619,5
10.8.0.10,58950,173.252.79.90,443,6,4325376,8,66,218,732,5996544,0
10.8.8.234,37871,173.194.67.16,465,6,4325376,16,66,910,2838,11624448,0
10.8.8.138,40427,74.125.226.41,443,17,5177344,8,79,1392,5576,45678592,5
111.221.77.149,40016,10.8.0.6,40273,17,0,1,507,507,507,33226752,-1
173.194.123.12,443,10.8.0.10,43021,6,4325376,22,60,1404,5841,17399808,0
74.125.226.191,443,10.8.0.6,56160,6,4325376,19,66,291,1966,6781251,0
74.125.226.35,443,10.8.8.138,54134,6,4325376,4,66,129,327,5357568,5
10.8.0.14,48288,173.194.123.14,443,6,4325376,25,66,1404,7223,18934661,0
74.125.226.34,443,10.8.8.138,55467,17,10551296,3,77,1392,1630,35607893,5
10.8.8.130,59283,157.56.114.104,80,6,4325376,5,66,288,560,7340032,0
10.8.8.138,34380,74.125.226.35,443,17,5570560,11,82,1392,8197,48836235,0
10.8.8.130,42784,64.12.104.73,443,6,3932160,3,60,60,180,3932160,0
10.8.8.130,43557,207.241.236.176,80,6,4325376,384,66,255,26575,4535466,0
10.8.8.246,55591,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
173.223.153.85,443,10.8.8.138,59116,6,4325376,4,66,119,317,5193728,5
24.140.134.21,45411,10.8.8.134,36650,6,4325376,8,66,144,711,5824512,2
65.55.223.14,40029,10.8.0.10,18420,17,0,1,498,498,498,32636928,-1
213.199.179.146,443,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.134,15685,157.55.235.169,40028,17,4980736,2,76,76,152,4980736,6
204.236.238.164,1979,10.8.8.138,44243,6,4325376,1051,66,1374,73600,4589390,5
64.233.184.16,465,10.8.8.110,37430,6,3932160,20,60,304,2193,7186022,0
77.72.169.162,6901,10.8.8.222,59286,17,0,1,86,86,86,5636096,-1
173.194.123.70,80,10.8.0.10,42566,6,4325376,8,66,847,1317,10788864,0
10.8.8.130,48153,173.194.126.24,443,6,4325376,14,66,269,1579,7391524,0
10.8.0.10,0,131.202.6.3,0,1,18743296,391,163,519,127164,21314117,6
10.8.8.178,39759,216.58.210.46,443,6,4325376,15,66,583,2256,9856614,0
65.55.223.41,40028,10.8.0.10,18420,17,0,1,62,62,62,4063232,-1
216.58.208.46,443,10.8.8.178,38284,6,4325376,13,66,1374,5156,25992585,5
10.8.0.14,49966,173.194.123.22,443,6,4325376,18,66,1404,3932,14315975,0
10.8.8.246,51448,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,49970,107.22.243.234,80,6,4325376,26,66,1374,8451,21301720,0
10.8.0.10,57436,173.252.79.90,3478,6,4325376,8,66,218,732,5996544,0
202.118.1.130,123,10.8.8.246,17054,17,0,1,90,90,90,5898240,-1
10.8.8.138,56629,208.117.251.116,443,6,4325376,7,66,583,1038,9718052,5
10.8.8.130,48789,81.137.205.196,23528,6,4325376,15,66,172,1227,5360844,6
10.8.8.130,49539,64.4.23.159,40005,17,4980736,5,63,76,367,4810342,2
10.8.8.138,34299,75.101.155.12,1685,6,3932160,241,60,1374,314190,85438820,0
209.148.205.16,80,10.8.8.138,58763,6,4325376,3,66,66,198,4325376,5
10.8.8.246,49469,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
108.61.56.35,123,10.8.8.130,54415,17,0,1,90,90,90,5898240,-1
10.8.8.246,58155,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
173.194.123.110,443,10.8.0.14,53106,6,3932160,19,60,1404,6177,21306098,0
64.4.23.152,40002,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.178,39272,23.67.255.209,443,6,4325376,8,66,66,528,4325376,5
10.8.8.134,15685,77.123.57.96,61709,17,0,1,60,60,60,3932160,-1
10.8.0.10,44871,173.194.123.23,443,6,3932160,14,60,265,1343,6286774,0
74.125.226.63,443,10.8.8.138,44264,17,4587520,8,70,1392,5759,47177728,5
173.252.79.90,3478,10.8.0.10,60410,6,4325376,5,66,170,518,6789529,0
10.8.8.130,49539,77.99.242.31,8710,17,0,1,60,60,60,3932160,-1
111.221.77.150,40028,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
65.55.223.18,40010,10.8.0.6,40273,17,4128768,10,60,127,704,4613734,6
10.8.8.138,42641,74.125.226.38,80,6,4325376,6,66,66,396,4325376,5
23.52.152.64,443,10.8.8.138,51241,6,4325376,4,66,119,317,5193728,5
10.8.8.134,15685,73.160.85.234,47031,17,0,1,60,60,60,3932160,-1
10.8.8.134,15685,108.237.134.2,7124,17,4128768,101,60,1081,24539,15922652,0
173.252.79.94,50009,10.8.0.10,52524,17,6160384,5,94,146,546,7156531,6
10.8.8.130,49539,81.136.18.150,19483,17,0,1,60,60,60,3932160,-1
10.8.0.6,40273,157.55.130.165,40012,17,0,1,75,75,75,4915200,-1
10.8.8.222,61688,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
207.241.227.188,80,10.8.8.130,59145,6,4325376,3671,66,1374,5014358,89518105,5
10.8.8.134,15685,67.8.118.121,12516,17,0,1,60,60,60,3932160,-1
10.8.8.134,15685,70.20.28.143,4395,17,37093376,17,63,566,5573,21484242,2
173.194.76.127,19305,10.8.0.14,51351,17,10289152,196397,64,234,28598552,9543092,6
178.211.244.196,27425,10.8.0.6,49515,6,4325376,13,66,126,1011,5096684,6
10.8.0.6,57025,173.194.123.121,80,6,4325376,8,66,66,528,4325376,5
10.8.8.134,15685,98.207.232.10,30860,17,0,1,60,60,60,3932160,-1
173.194.123.22,443,10.8.0.14,49966,6,3932160,21,60,1404,6425,20050895,0
111.221.77.146,443,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
157.55.235.166,40031,10.8.0.6,40273,17,4128768,4,63,63,252,4128768,2
81.137.205.196,23528,10.8.8.130,48769,6,3932160,100,60,157,6812,4464312,6
74.125.226.65,443,10.8.8.138,36057,6,4325376,17,66,216,1479,5701632,5
10.8.8.130,51413,80.178.206.195,6889,17,9109504,3,139,139,417,9109504,4
65.55.223.45,40009,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.134,15685,46.17.57.54,5144,17,4587520,55,70,70,3850,4587520,2
173.252.79.94,443,10.8.0.10,43272,6,4325376,8,66,170,872,7143424,6
10.8.8.138,34898,74.125.226.60,443,6,4325376,5,66,66,330,4325376,5
10.8.8.246,54692,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
153.202.152.43,22356,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.246,62920,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,40273,111.221.74.19,40027,17,11730944,8,178,179,1428,11698176,6
10.8.8.138,56550,208.117.251.116,443,6,4325376,12431,66,1374,902482,4757868,5
10.8.8.246,62906,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,47794,207.241.237.128,80,6,4325376,255,66,289,17241,4431004,0
116.122.187.233,0,10.8.8.130,0,1,10944512,2,167,167,334,10944512,4
10.8.8.246,65230,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
74.125.226.40,443,10.8.8.138,44795,17,10551296,3,74,1392,1627,35542357,5
10.8.8.134,15685,67.0.203.144,42309,17,0,1,60,60,60,3932160,-1
10.8.8.130,33880,207.241.227.212,80,6,4325376,387,66,249,25916,4388710,0
10.8.0.10,54078,173.252.79.94,3478,6,4325376,14,66,218,1560,7302582,6
10.8.8.138,51242,23.52.152.64,443,6,3932160,5,60,66,318,4168089,5
10.8.8.134,15685,157.55.235.142,40029,17,0,1,83,83,83,5439488,-1
74.125.226.174,443,10.8.0.6,52104,6,4325376,22,66,1404,6159,18347101,0
10.8.8.130,51298,207.241.224.2,443,6,4325376,43,66,330,3519,5363283,5
23.235.40.143,443,10.8.8.138,39890,6,4325376,11,66,1374,6465,38517294,5
10.8.8.178,44056,96.44.142.5,123,17,0,1,90,90,90,5898240,-1
10.8.8.138,48899,216.58.221.142,443,6,4325376,30,66,1374,5131,11208840,2
173.252.79.90,443,10.8.0.10,56458,6,4325376,5,66,170,518,6789529,0
74.125.226.37,443,10.8.8.138,54185,6,4325376,18,66,1374,5584,20330723,5
111.221.77.158,443,10.8.0.6,40273,17,0,1,68,68,68,4456448,-1
10.8.8.222,53263,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
173.194.123.4,443,10.8.0.14,39188,6,3932160,29,60,1404,7889,17828051,0
64.233.184.16,465,10.8.8.110,37397,6,3932160,21,60,304,2265,7068525,0
173.194.123.4,443,10.8.0.10,33692,6,4325376,96,66,1404,13606,9288362,0
10.8.8.138,58920,69.25.24.24,443,6,3932160,8,60,60,480,3932160,5
10.8.8.134,50946,108.237.134.2,7124,6,4325376,46,66,587,11251,16029250,6
10.8.8.246,60661,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,61391,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.14,39994,216.58.219.238,443,6,4325376,16,66,1404,4084,16728064,0
10.8.8.138,56581,208.117.251.116,443,6,4325376,7,66,583,1038,9718052,5
157.56.52.46,40002,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.246,61245,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
207.241.236.176,80,10.8.8.130,43550,6,4325376,1210,66,1374,1653921,89579641,5
69.25.24.26,443,10.8.8.138,42392,6,3932160,6,60,60,360,3932160,5
111.221.77.143,40026,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
173.194.123.31,443,10.8.0.10,37187,6,4325376,10,66,1404,4930,32309248,0
185.68.147.41,11455,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.138,58187,74.125.226.33,443,6,4325376,18,66,269,1708,6218638,0
10.8.8.178,52449,86.4.212.228,59222,6,3932160,1405,60,107,102065,4760805,6
213.199.179.158,40002,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.246,57032,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,61115,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
209.148.205.41,80,10.8.8.138,57839,6,4325376,2,66,74,140,4587520,5
10.8.8.138,39890,23.235.40.143,443,6,4325376,13,66,1055,2189,11035254,5
10.8.8.222,59942,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,56623,208.117.251.116,443,6,4325376,942,66,1374,66676,4638724,0
10.8.8.138,54576,74.125.226.56,443,17,5373952,4,79,1392,1919,31440896,0
124.209.233.217,65358,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
157.56.192.53,443,10.8.8.130,51951,6,49741824,70,66,1374,48588,45489473,5
74.125.226.39,443,10.8.8.138,60814,17,10485760,10,71,1392,2866,18782617,5
10.8.8.138,56602,208.117.251.116,443,6,4325376,666,66,1374,48460,4768580,0
10.8.8.222,59908,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
69.25.24.24,443,10.8.8.138,58920,6,3932160,7,60,60,420,3932160,5
10.8.8.130,55938,207.241.224.2,80,6,4325376,6,66,257,595,6498986,0
10.8.8.246,63314,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,51413,87.67.124.88,50697,17,0,1,139,139,139,9109504,-1
209.148.205.16,80,10.8.8.138,58749,6,4325376,4,66,66,264,4325376,5
213.199.179.153,40033,10.8.8.134,15685,17,31784960,4,485,485,1940,31784960,2
74.125.225.24,443,10.8.8.178,41586,6,3932160,21,60,1374,5997,18715209,5
74.125.226.37,443,10.8.8.138,53285,6,4325376,2,66,74,140,4587520,5
10.8.8.130,55779,207.241.224.2,80,6,4325376,10,66,206,808,5295308,5
173.194.123.118,443,10.8.0.14,35762,6,3932160,21,60,1404,6232,19448588,0
65.55.223.39,40026,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.138,44264,74.125.226.63,443,17,5373952,9,82,1392,6625,48241777,5
45.50.54.24,39032,10.8.0.6,39550,6,4325376,9,66,151,756,5505024,6
64.4.23.168,40013,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.138,58755,209.148.205.16,80,6,4325376,8,66,66,528,4325376,5
10.8.8.246,61521,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
217.147.208.1,123,10.8.8.222,13463,17,0,1,90,90,90,5898240,-1
216.58.219.237,443,10.8.0.10,35162,6,4325376,75,60,1404,44315,38723037,6
173.194.67.16,465,10.8.8.234,37843,6,3932160,19,60,302,2125,7329684,0
63.245.216.134,443,10.8.8.178,49842,6,3932160,12,60,1266,5144,28093098,0
10.8.0.10,57321,173.252.79.90,50015,17,12713984,2,86,194,280,9175040,6
74.125.226.72,443,10.8.8.138,39606,6,4325376,18,66,1374,5600,20388977,5
10.8.8.138,58883,74.125.226.33,443,6,4325376,16,66,583,1815,7434240,0
10.8.8.246,56170,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
204.236.238.164,1634,10.8.8.138,59187,6,3932160,245,60,1374,325741,87133723,5
153.205.253.124,47930,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
157.55.56.169,40008,10.8.8.130,49539,17,4063232,2,62,62,124,4063232,6
10.8.8.246,63654,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,49539,111.221.74.31,40033,17,4980736,3,76,76,228,4980736,2
173.79.100.32,65221,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
208.117.251.116,443,10.8.8.138,56581,6,4325376,5,66,203,475,6225920,5
31.16.136.91,55398,10.8.8.130,49539,17,0,1,63,63,63,4128768,-1
10.8.8.138,36454,74.125.226.65,443,6,4325376,4,66,74,272,4456448,5
173.194.67.16,465,10.8.8.234,37849,6,3932160,20,60,302,2191,7179468,0
10.8.8.138,56618,208.117.251.116,443,6,4325376,1149,66,1374,80338,4582272,0
173.252.79.94,3478,10.8.0.10,57175,6,4325376,8,66,170,872,7143424,6
10.8.8.246,61972,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,52025,204.236.238.164,1361,6,4325376,12,66,173,1142,6236842,2
63.245.216.132,443,10.8.8.234,46572,6,3932160,11,60,1266,5086,30301463,0
4.53.160.75,123,10.8.8.134,37700,17,0,1,90,90,90,5898240,-1
72.21.91.29,80,10.8.0.10,37631,6,55967744,3,66,854,994,21714261,0
173.194.123.0,443,10.8.0.10,42397,6,4325376,9,66,1404,4863,35411285,0
10.8.8.130,59066,207.241.227.188,80,6,4325376,482,66,289,33873,4605603,0
10.8.8.138,58784,209.148.205.16,80,6,4325376,7,66,66,462,4325376,5
10.8.8.130,51413,109.229.245.76,40753,17,0,1,139,139,139,9109504,-1
10.8.8.138,55602,216.58.221.142,443,17,5177344,8,75,1392,4970,40714240,5
10.8.8.130,52100,207.241.227.82,80,6,4325376,1321,66,277,95670,4746274,0
10.8.8.138,42283,74.125.226.58,443,6,4325376,21,66,1374,5659,17660391,0
173.194.123.118,443,10.8.0.10,44786,6,3932160,21,60,855,2942,9181281,0
10.8.8.130,43499,207.241.236.176,80,6,4325376,767,66,253,54087,4621441,0
10.8.8.134,15685,77.147.254.53,61435,17,0,1,60,60,60,3932160,-1
